image1,image2,verified,distance,threshold,model,detector_backend,similarity_metric,facial_areas_img1,facial_areas_img2,time,error,image1_name,path,dataset_name,image_name,face_name_align,race7,race4,gender,age_group,race_scores_fair_7,race_scores_fair_4,gender_scores_fair,age_scores_fair
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A28.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\006A69.JPG,False,0.818307075,0.68,VGG-Face,opencv,cosine,,,,,006A28.JPG,FGNET/images/006A28.JPG,FGNET,006A28.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/006A28.JPG,Middle Eastern,White,Male,10-19,"[0.04227713 0.00228203 0.05395668 0.00385331 0.00716691 0.23187321
 0.65859073]",[0.9003522  0.00386786 0.01854404 0.07723593],[9.999636e-01 3.647598e-05],"[1.3175375e-03 1.3646302e-01 5.4073238e-01 2.1043169e-01 7.7418216e-02
 3.0701812e-02 2.6763547e-03 2.4876223e-04 1.0180447e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A02.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\031A16.JPG,False,0.834467205,0.68,VGG-Face,opencv,cosine,,,,,031A02.JPG,FGNET/images/031A02.JPG,FGNET,031A02.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/031A02.JPG,Latino_Hispanic,Indian,Male,3-9,"[0.10541007 0.00554512 0.38697177 0.01653866 0.02812877 0.35814038
 0.09926528]",[0.40775445 0.00265167 0.05643455 0.5331593 ],[0.9506568  0.04934321],"[1.8595116e-02 9.2414969e-01 4.9649823e-02 4.7506038e-03 1.8863385e-03
 7.8665413e-04 1.2219023e-04 5.0950403e-05 8.6572290e-06]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A17.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A18.JPG,True,0.469972223,0.68,VGG-Face,opencv,cosine,,,,,026A17.JPG,FGNET/images/026A17.JPG,FGNET,026A17.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/026A17.JPG,White,White,Female,10-19,"[0.47973388 0.00285284 0.41292024 0.00349048 0.00722529 0.02999428
 0.06378288]",[0.90732294 0.03809204 0.00759357 0.04699147],[0.25717625 0.7428237 ],"[7.4901089e-07 1.7055828e-02 7.8660542e-01 1.9215035e-01 4.1416357e-03
 4.5834109e-05 1.9151028e-07 1.0653659e-08 5.3898414e-10]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A16a.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\009A18.JPG,True,0.419664249,0.68,VGG-Face,opencv,cosine,,,,,009A16a.JPG,FGNET/images/009A16a.JPG,FGNET,009A16a.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/009A16a.JPG,White,White,Male,10-19,"[0.46380514 0.0024336  0.20760402 0.00542239 0.00396123 0.00403274
 0.31274083]",[0.656374   0.07932213 0.10616328 0.15814053],[0.988294   0.01170601],"[4.6439468e-06 1.5246728e-02 8.6257726e-01 1.2014467e-01 1.9664208e-03
 5.9329377e-05 8.1245685e-07 1.5046113e-07 1.4148319e-08]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\042A01.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\042A18.JPG,False,0.906691998,0.68,VGG-Face,opencv,cosine,,,,,042A01.JPG,FGNET/images/042A01.JPG,FGNET,042A01.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/042A01.JPG,White,White,Male,3-9,"[0.9065385  0.00163836 0.02796923 0.00709798 0.00261879 0.00098922
 0.05314799]",[9.9213880e-01 3.2757764e-04 6.7545106e-03 7.7909668e-04],[0.51761365 0.48238635],"[3.76322418e-01 5.68097770e-01 1.28666693e-02 2.56809853e-02
 1.28833875e-02 3.48259346e-03 5.03535848e-04 1.12556889e-04
 5.01165778e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\045A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\045A19.JPG,False,0.960062252,0.68,VGG-Face,opencv,cosine,,,,,045A06.JPG,FGNET/images/045A06.JPG,FGNET,045A06.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/045A06.JPG,Black,Asian,Male,20-29,"[0.22495314 0.389261   0.06856179 0.09931116 0.15862267 0.00212559
 0.05716469]",[0.2088897  0.31180426 0.4569793  0.02232669],[0.850454   0.14954603],"[0.05857231 0.28841436 0.06420968 0.29937094 0.19587387 0.07143062
 0.0149473  0.00414822 0.00303269]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\021A27.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\021A39.JPG,True,0.373536806,0.68,VGG-Face,opencv,cosine,,,,,021A27.JPG,FGNET/images/021A27.JPG,FGNET,021A27.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/021A27.JPG,White,White,Male,20-29,"[8.4795529e-01 8.8014139e-04 1.2422582e-01 2.9164032e-04 5.2765635e-04
 4.3525365e-03 2.1767056e-02]",[0.6991984  0.01697947 0.02884238 0.2549797 ],[0.6983838  0.30161616],"[4.2768021e-05 2.8858744e-03 7.3780470e-02 4.5771864e-01 3.4401801e-01
 1.1082949e-01 8.9231096e-03 1.6268566e-03 1.7475894e-04]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\034A11.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\034A18.JPG,True,0.663803753,0.68,VGG-Face,opencv,cosine,,,,,034A11.JPG,FGNET/images/034A11.JPG,FGNET,034A11.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/034A11.JPG,White,White,Male,10-19,"[0.58771986 0.01679177 0.12871669 0.0104494  0.02114962 0.1573767
 0.07779597]",[0.76393986 0.02318368 0.13777633 0.07510012],[0.9263432  0.07365686],"[0.00122425 0.11463942 0.27812904 0.23365021 0.20134388 0.12654833
 0.02575147 0.01221301 0.0065004 ]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\074A13.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\074A14.JPG,True,0.462898054,0.68,VGG-Face,opencv,cosine,,,,,074A13.JPG,FGNET/images/074A13.JPG,FGNET,074A13.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/074A13.JPG,White,White,Male,10-19,"[0.61271876 0.02616534 0.32475442 0.00127098 0.00228101 0.01867062
 0.01413889]",[0.89259976 0.08493226 0.00476089 0.01770709],[9.9941683e-01 5.8317895e-04],"[2.3409195e-04 8.8822708e-02 7.8797692e-01 8.3829604e-02 2.4141621e-02
 1.2569836e-02 1.9358521e-03 4.4783344e-04 4.1475367e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A15.JPG,False,0.846472892,0.68,VGG-Face,opencv,cosine,,,,,015A05.JPG,FGNET/images/015A05.JPG,FGNET,015A05.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/015A05.JPG,Middle Eastern,White,Female,3-9,"[2.5039744e-01 2.0697958e-05 1.8734679e-01 2.7830841e-04 6.4338784e-04
 3.6990691e-02 5.2432263e-01]",[7.7900261e-01 7.2406459e-04 5.4888725e-03 2.1478440e-01],[0.00300642 0.99699354],"[3.70886963e-04 7.97803223e-01 1.99936926e-01 1.47484185e-03
 3.29381030e-04 8.04040756e-05 3.69723307e-06 5.52237680e-07
 1.05131896e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\059A04.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\059A06.JPG,False,0.758020996,0.68,VGG-Face,opencv,cosine,,,,,059A04.JPG,FGNET/images/059A04.JPG,FGNET,059A04.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/059A04.JPG,White,White,Male,3-9,"[0.72128326 0.01261425 0.17242894 0.00152927 0.00197145 0.00421635
 0.08595641]",[0.9316373  0.0102673  0.05241849 0.00567694],[0.6089587  0.39104128],"[1.0878011e-01 8.3554655e-01 3.8964536e-02 2.4881023e-03 4.5063123e-03
 6.8477560e-03 2.0045144e-03 7.2965678e-04 1.3247387e-04]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\026A11.JPG,False,0.885562386,0.68,VGG-Face,opencv,cosine,,,,,026A00.JPG,FGNET/images/026A00.JPG,FGNET,026A00.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/026A00.JPG,White,White,Male,0-2,"[0.71968067 0.00436958 0.1400902  0.04893895 0.01672951 0.0042585
 0.06593256]",[9.7680885e-01 1.6142074e-04 2.2781393e-02 2.4836755e-04],[0.7055309  0.29446915],"[9.8170257e-01 1.7090319e-02 1.6972973e-04 3.8808442e-04 4.2166095e-04
 1.7511306e-04 4.5288700e-05 6.5218255e-06 8.4805777e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\008A03.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\008A12.JPG,False,0.688493238,0.68,VGG-Face,opencv,cosine,,,,,008A03.JPG,FGNET/images/008A03.JPG,FGNET,008A03.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/008A03.JPG,Middle Eastern,White,Male,3-9,"[6.3364886e-02 4.3700222e-02 1.0206174e-01 9.7623415e-05 5.8021158e-04
 1.4028786e-01 6.4990747e-01]",[0.4976889  0.2565839  0.00342197 0.24230525],[0.5319659  0.46803406],"[2.37708669e-02 8.23704958e-01 1.21318415e-01 1.70305818e-02
 8.45704600e-03 4.20645205e-03 9.81278252e-04 4.45403275e-04
 8.49643184e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\014A30.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\014A36.JPG,False,0.703905804,0.68,VGG-Face,opencv,cosine,,,,,014A30.JPG,FGNET/images/014A30.JPG,FGNET,014A30.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/014A30.JPG,White,White,Male,20-29,"[0.7070539  0.06321895 0.1602785  0.02191571 0.02051385 0.00143119
 0.02558791]",[0.47029135 0.24745432 0.27685    0.00540432],[0.7160858 0.2839142],"[2.7263073e-05 1.0045690e-02 3.8103563e-01 4.8478895e-01 9.8795526e-02
 2.3250340e-02 1.6548216e-03 3.5374044e-04 4.8061047e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\061A15.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\061A25.JPG,True,0.499308829,0.68,VGG-Face,opencv,cosine,,,,,061A15.JPG,FGNET/images/061A15.JPG,FGNET,061A15.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/061A15.JPG,White,White,Female,20-29,"[0.7101704  0.00186708 0.21462433 0.01379987 0.01555121 0.00564696
 0.03834011]",[9.9235940e-01 2.6283698e-04 3.0882049e-03 4.2895349e-03],[0.0726264 0.9273736],"[1.4873258e-05 7.4399542e-03 1.9645762e-01 7.2652477e-01 6.7134589e-02
 2.3727389e-03 4.9319875e-05 5.8466539e-06 3.1444691e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A02.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\070A07.JPG,False,0.695088752,0.68,VGG-Face,opencv,cosine,,,,,070A02.JPG,FGNET/images/070A02.JPG,FGNET,070A02.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/070A02.JPG,White,White,Male,3-9,"[5.6227720e-01 3.2002918e-02 1.5687926e-01 4.9026619e-04 1.2101007e-03
 7.5017102e-03 2.3963857e-01]",[0.95966864 0.00807803 0.00540922 0.02684412],[0.9122215  0.08777855],"[1.1264954e-02 9.2328048e-01 5.6588300e-02 4.0259040e-03 2.4811537e-03
 1.7229366e-03 4.0442581e-04 1.9809885e-04 3.3762710e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A03b.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\065A13.JPG,True,0.667515187,0.68,VGG-Face,opencv,cosine,,,,,065A03b.JPG,FGNET/images/065A03b.JPG,FGNET,065A03b.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/065A03b.JPG,Latino_Hispanic,Black,Male,3-9,"[0.30066305 0.05773169 0.30436236 0.12481289 0.15609145 0.02860497
 0.0277336 ]",[0.26725322 0.59055877 0.07528035 0.06690776],[0.8480169  0.15198307],"[2.5524292e-02 9.5309216e-01 1.8708259e-02 1.2733904e-03 6.5948052e-04
 4.8645982e-04 1.6546839e-04 7.0361959e-05 2.0112413e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A18.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A25.JPG,False,0.740707536,0.68,VGG-Face,opencv,cosine,,,,,027A18.JPG,FGNET/images/027A18.JPG,FGNET,027A18.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/027A18.JPG,White,White,Female,10-19,"[0.63300204 0.00119321 0.09891608 0.16626616 0.03547747 0.00201336
 0.06313164]",[0.80216515 0.00204129 0.1945611  0.0012325 ],[0.41380566 0.5861943 ],"[8.2953688e-05 4.8862487e-02 7.5109130e-01 1.8676326e-01 1.2650075e-02
 5.3631514e-04 1.2803607e-05 7.7507008e-07 1.3803520e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A33.JPG,False,0.911006023,0.68,VGG-Face,opencv,cosine,,,,,029A05.JPG,FGNET/images/029A05.JPG,FGNET,029A05.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/029A05.JPG,White,White,Male,3-9,"[9.8640704e-01 1.8248025e-04 6.1418852e-03 2.4434016e-04 1.4759151e-04
 1.9237213e-04 6.6842078e-03]",[9.9970037e-01 2.1440212e-05 1.2069294e-04 1.5752726e-04],[9.9972117e-01 2.7882340e-04],"[1.4631486e-03 7.4952239e-01 2.4609429e-01 2.0634041e-03 5.7950115e-04
 2.4890868e-04 2.0921303e-05 6.4189048e-06 1.0997439e-06]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\012A04.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\012A07.JPG,False,0.826708507,0.68,VGG-Face,opencv,cosine,,,,,012A04.JPG,FGNET/images/012A04.JPG,FGNET,012A04.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/012A04.JPG,Middle Eastern,White,Male,3-9,"[0.3121359  0.01294355 0.27800107 0.00087988 0.00289798 0.04628385
 0.3468577 ]",[0.64269644 0.08070134 0.02240693 0.25419527],[0.62372786 0.37627217],"[6.33260757e-02 9.03996587e-01 2.77239196e-02 2.37092888e-03
 1.45645044e-03 9.84578044e-04 9.81300836e-05 3.03543802e-05
 1.29506025e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\040A09.JPG,True,0.561239277,0.68,VGG-Face,opencv,cosine,,,,,040A07.JPG,FGNET/images/040A07.JPG,FGNET,040A07.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/040A07.JPG,East Asian,Indian,Male,3-9,"[0.30990252 0.00145861 0.13184471 0.46295366 0.05332778 0.0120707
 0.02844206]",[0.44663274 0.00255399 0.03085165 0.51996166],[0.97957885 0.02042111],"[1.8205132e-03 6.3964272e-01 3.2412156e-01 2.2807298e-02 7.3398487e-03
 3.1917999e-03 6.3810352e-04 3.4574364e-04 9.2348200e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A03.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\015A07.JPG,False,0.853037193,0.68,VGG-Face,opencv,cosine,,,,,015A03.JPG,FGNET/images/015A03.JPG,FGNET,015A03.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/015A03.JPG,Middle Eastern,White,Male,3-9,"[0.11223803 0.00031204 0.14993568 0.12536141 0.13518028 0.168535
 0.30843753]",[9.2235029e-01 8.3664496e-04 4.0214464e-02 3.6598478e-02],[0.99587107 0.00412889],"[2.9290547e-03 9.4378632e-01 5.1601641e-02 1.1959309e-03 3.3528681e-04
 1.3229479e-04 1.5396994e-05 3.5408473e-06 5.4832611e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A06.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A13.JPG,True,0.467491592,0.68,VGG-Face,opencv,cosine,,,,,079A06.JPG,FGNET/images/079A06.JPG,FGNET,079A06.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/079A06.JPG,White,White,Male,3-9,"[6.6302121e-01 1.2728057e-04 2.3648620e-02 2.1149481e-03 1.1488128e-03
 1.5947651e-03 3.0834436e-01]",[0.8729607  0.0308732  0.01707923 0.07908688],[9.9998820e-01 1.1785476e-05],"[7.7624791e-05 6.6457587e-01 3.3437330e-01 8.4869942e-04 8.8627108e-05
 3.4018973e-05 1.5634632e-06 3.1053378e-07 1.9511006e-08]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A04.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\076A05.JPG,True,0.400671194,0.68,VGG-Face,opencv,cosine,,,,,076A04.JPG,FGNET/images/076A04.JPG,FGNET,076A04.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/076A04.JPG,White,White,Male,3-9,"[8.5681504e-01 6.6390855e-04 7.7389300e-02 7.8023365e-03 8.6590229e-03
 1.2805156e-02 3.5865325e-02]",[9.9367368e-01 1.3887250e-03 3.9857416e-03 9.5183740e-04],[0.9145096  0.08549042],"[3.1922250e-03 7.9087633e-01 1.9869687e-01 3.2853759e-03 1.5207543e-03
 1.6945951e-03 5.0388573e-04 1.7833165e-04 5.1700074e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A16.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A31.JPG,False,0.706948051,0.68,VGG-Face,opencv,cosine,,,,,029A16.JPG,FGNET/images/029A16.JPG,FGNET,029A16.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/029A16.JPG,Indian,White,Male,10-19,"[1.8003870e-02 1.0569404e-03 2.3010245e-01 2.0986306e-04 3.0548624e-03
 5.2971339e-01 2.1785858e-01]",[0.8239073  0.00321222 0.02070335 0.1521772 ],[0.99712735 0.00287262],"[1.5359503e-04 6.8303525e-02 8.2263321e-01 7.0781119e-02 2.7455047e-02
 9.8404065e-03 6.0874142e-04 2.1262690e-04 1.1698864e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A12.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\016A16.JPG,True,0.633862271,0.68,VGG-Face,opencv,cosine,,,,,016A12.JPG,FGNET/images/016A12.JPG,FGNET,016A12.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/016A12.JPG,White,White,Male,10-19,"[4.6860284e-01 8.1566010e-05 1.2705198e-01 1.9069397e-01 2.4162227e-02
 8.3583007e-03 1.8104917e-01]",[9.666243e-01 6.816248e-04 2.604742e-02 6.646628e-03],[9.9957931e-01 4.2066525e-04],"[1.0630209e-04 5.4495856e-02 5.7947862e-01 3.4125379e-01 2.3962602e-02
 6.9472363e-04 7.4060863e-06 7.0085622e-07 2.9125941e-08]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\024A07.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\024A10.JPG,True,0.63372253,0.68,VGG-Face,opencv,cosine,,,,,024A07.JPG,FGNET/images/024A07.JPG,FGNET,024A07.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/024A07.JPG,Middle Eastern,White,Male,3-9,"[3.5738921e-01 4.9882074e-04 9.6181259e-02 1.3689464e-03 3.7530984e-03
 5.3636641e-03 5.3544503e-01]",[9.4243276e-01 7.1560469e-04 7.3487163e-03 4.9502961e-02],[9.9985862e-01 1.4134064e-04],"[1.1977371e-03 5.9914011e-01 3.8738829e-01 6.0914126e-03 3.3552293e-03
 2.5949301e-03 1.9949612e-04 3.1159590e-05 1.5854180e-06]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A02.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\027A20.JPG,False,0.819993256,0.68,VGG-Face,opencv,cosine,,,,,027A02.JPG,FGNET/images/027A02.JPG,FGNET,027A02.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/027A02.JPG,White,Asian,Female,20-29,"[0.6115464  0.02202169 0.12652104 0.11790339 0.09774305 0.00476215
 0.01950226]",[0.34842014 0.029482   0.60931426 0.01278358],[0.02834529 0.9716547 ],"[8.5108625e-03 3.0704236e-01 9.7820930e-02 4.4359171e-01 1.3208391e-01
 9.9910293e-03 6.7903404e-04 1.9090240e-04 8.9353445e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A00.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\079A03.JPG,False,0.916283125,0.68,VGG-Face,opencv,cosine,,,,,079A00.JPG,FGNET/images/079A00.JPG,FGNET,079A00.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/079A00.JPG,White,White,Male,0-2,"[0.7749976  0.0014911  0.05026079 0.02205118 0.0076396  0.00099959
 0.14256011]",[8.3231664e-01 2.5586721e-03 1.6465583e-01 4.6896187e-04],[0.9892577  0.01074229],"[9.7406268e-01 2.5476564e-02 9.1128430e-05 1.4339606e-04 1.4378098e-04
 6.4753935e-05 1.3850321e-05 3.2976770e-06 5.7013318e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\049A15.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\049A16.JPG,True,0.463315404,0.68,VGG-Face,opencv,cosine,,,,,049A15.JPG,FGNET/images/049A15.JPG,FGNET,049A15.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/049A15.JPG,White,White,Female,20-29,"[0.4995676  0.00742858 0.21011391 0.00104844 0.00234559 0.00191919
 0.27757666]",[0.8804405  0.06504702 0.04240157 0.01211093],[0.0960971 0.9039029],"[3.2458242e-06 3.1646453e-03 3.7390077e-01 5.9984457e-01 2.2770988e-02
 3.1355457e-04 2.1055537e-06 1.1748243e-07 9.3841246e-09]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\020A11.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\020A20.JPG,True,0.651121296,0.68,VGG-Face,opencv,cosine,,,,,020A11.JPG,FGNET/images/020A11.JPG,FGNET,020A11.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/020A11.JPG,White,Black,Male,10-19,"[0.37247494 0.21405165 0.19356143 0.10848582 0.0561441  0.00509065
 0.05019141]",[0.07377676 0.65639585 0.26444736 0.00538004],[0.7921014  0.20789859],"[6.8466528e-04 2.2153480e-01 5.2758998e-01 2.1013851e-01 3.2416191e-02
 6.9349352e-03 5.3829118e-04 1.2427507e-04 3.8379054e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\002A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\002A12.JPG,True,0.555808718,0.68,VGG-Face,opencv,cosine,,,,,002A05.JPG,FGNET/images/002A05.JPG,FGNET,002A05.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/002A05.JPG,White,White,Female,3-9,"[0.39978716 0.12432577 0.35666674 0.01890394 0.01955752 0.0108765
 0.06988246]",[9.9516910e-01 8.6092140e-04 3.1466808e-03 8.2322641e-04],[0.38287362 0.61712635],"[7.27839908e-03 8.85833979e-01 9.01645645e-02 1.36563275e-02
 2.75292457e-03 2.97566206e-04 1.43583784e-05 1.54214308e-06
 3.29383397e-07]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\039A16.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\039A19.JPG,True,0.470946974,0.68,VGG-Face,opencv,cosine,,,,,039A16.JPG,FGNET/images/039A16.JPG,FGNET,039A16.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/039A16.JPG,White,White,Male,20-29,"[0.8969001  0.00435314 0.03507486 0.00783677 0.00479072 0.00682656
 0.04421788]",[0.8822596  0.04388133 0.03603072 0.03782836],[0.6477136 0.3522864],"[2.2563759e-04 1.9214520e-02 2.7818677e-01 5.2890915e-01 1.3894764e-01
 3.1657066e-02 2.3063307e-03 4.5828146e-04 9.4608018e-05]"
C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A05.JPG,C:\INDRES\DTU\Semester 3\Special course\Datasets\FGNET\FGNET\images\029A16.JPG,False,0.900243677,0.68,VGG-Face,opencv,cosine,,,,,029A05.JPG,FGNET/images/029A05.JPG,FGNET,029A05.JPG,/zhome/15/a/181503/Indre/Special_course/Datasets/FGNET/images/029A05.JPG,White,White,Male,3-9,"[9.8640704e-01 1.8248025e-04 6.1418852e-03 2.4434016e-04 1.4759151e-04
 1.9237213e-04 6.6842078e-03]",[9.9970037e-01 2.1440212e-05 1.2069294e-04 1.5752726e-04],[9.9972117e-01 2.7882340e-04],"[1.4631486e-03 7.4952239e-01 2.4609429e-01 2.0634041e-03 5.7950115e-04
 2.4890868e-04 2.0921303e-05 6.4189048e-06 1.0997439e-06]"
