image1,image2,verified,distance,threshold,model,detector_backend,similarity_metric,facial_areas_img1,facial_areas_img2,time,error,image1_name,path,dataset_name,image_name,face_name_align,race7,race4,gender,age_group,race_scores_fair_7,race_scores_fair_4,gender_scores_fair,age_scores_fair
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0007.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0010.jpg,False,0.7500856256141674,0.68,VGG-Face,opencv,cosine,,,,,Nicanor_Duarte_Frutos_0007.jpg,lfw_all_subset_photos\Nicanor_Duarte_Frutos_0007.jpg,lfw_all_subset_photos,Nicanor_Duarte_Frutos_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Nicanor_Duarte_Frutos_0007.jpg,Latino_Hispanic,Asian,Male,60-69,"[0.04340426 0.24003808 0.30464062 0.28810906 0.08896056 0.00762146
 0.027226  ]",[2.1351171e-04 4.2733502e-01 5.7021981e-01 2.2316938e-03],[0.6881871 0.3118129],"[1.6231819e-04 3.9230455e-03 2.8828364e-02 3.2060154e-02 6.0201645e-02
 1.4117843e-01 2.0354661e-01 3.7326330e-01 1.5683611e-01]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0047.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0054.jpg,True,0.5069585645253633,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0047.jpg,lfw_all_subset_photos\Jean_Chretien_0047.jpg,lfw_all_subset_photos,Jean_Chretien_0047.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0047.jpg,East Asian,Black,Male,60-69,"[0.04867201 0.13122497 0.03426743 0.61475545 0.16050255 0.00373633
 0.0068412 ]",[0.00087505 0.651855   0.34150508 0.0057649 ],[0.9916621  0.00833789],"[0.01639148 0.0767391  0.02326802 0.04350585 0.08551325 0.14538465
 0.19772021 0.24613878 0.16533865]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0004.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0033.jpg,False,0.7076623460354123,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0004.jpg,lfw_all_subset_photos\Vladimir_Putin_0004.jpg,lfw_all_subset_photos,Vladimir_Putin_0004.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0004.jpg,East Asian,Asian,Male,30-39,"[0.00631865 0.08933885 0.07925191 0.62731063 0.1927027  0.00173029
 0.00334692]",[8.210960e-04 4.041680e-01 5.947250e-01 2.858342e-04],[0.93807256 0.06192743],"[0.00056256 0.02717851 0.09797645 0.16617356 0.25188428 0.21121961
 0.12568346 0.08917059 0.03015097]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0020.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0035.jpg,True,0.6059943155999548,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0020.jpg,lfw_all_subset_photos\Jean_Chretien_0020.jpg,lfw_all_subset_photos,Jean_Chretien_0020.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0020.jpg,East Asian,Asian,Male,40-49,"[0.07878099 0.02099277 0.03938858 0.6852986  0.11831906 0.00155207
 0.05566782]",[0.08587103 0.02203379 0.88626957 0.00582561],[0.9931462  0.00685378],"[0.00421598 0.00713501 0.02683478 0.11136949 0.22714609 0.2559933
 0.18820374 0.14478368 0.034318  ]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0022.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0038.jpg,True,0.5606529370973918,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0022.jpg,lfw_all_subset_photos\Vladimir_Putin_0022.jpg,lfw_all_subset_photos,Vladimir_Putin_0022.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0022.jpg,Black,Asian,Male,30-39,"[5.2080085e-03 8.3578974e-01 4.5287345e-02 7.0928916e-02 3.5423640e-02
 3.1046016e-04 7.0518991e-03]",[0.00296188 0.16576809 0.8303873  0.00088275],[0.9904584  0.00954156],"[0.00044592 0.01777593 0.07493284 0.1670733  0.29661322 0.24077427
 0.08285718 0.07193826 0.04758897]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0034.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0042.jpg,False,0.917278826888424,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0034.jpg,lfw_all_subset_photos\Jean_Chretien_0034.jpg,lfw_all_subset_photos,Jean_Chretien_0034.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0034.jpg,East Asian,Asian,Male,20-29,"[0.00795072 0.01732455 0.02355943 0.7855222  0.16163602 0.00124145
 0.00276555]",[0.0059982  0.34454164 0.6434478  0.00601238],[0.9699541 0.0300459],"[0.00805511 0.10456525 0.14513794 0.16192791 0.1404121  0.12934111
 0.11304071 0.14287688 0.05464294]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0022.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0053.jpg,False,0.7027601077570724,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0022.jpg,lfw_all_subset_photos\Jean_Chretien_0022.jpg,lfw_all_subset_photos,Jean_Chretien_0022.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0022.jpg,East Asian,Asian,Male,50-59,"[0.21697618 0.0210171  0.03431774 0.6338731  0.08398361 0.00144716
 0.0083851 ]",[0.08057658 0.00630042 0.9106758  0.00244716],[0.998162   0.00183804],"[0.00150047 0.00581329 0.02645234 0.06298944 0.09227321 0.16662079
 0.3174749  0.28254008 0.04433548]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0009.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0030.jpg,True,0.611324248573311,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0009.jpg,lfw_all_subset_photos\Vladimir_Putin_0009.jpg,lfw_all_subset_photos,Vladimir_Putin_0009.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0009.jpg,East Asian,Asian,Male,40-49,"[0.03012938 0.03752745 0.03507058 0.4598948  0.39360458 0.00859202
 0.03518122]",[0.00404749 0.0587239  0.92848593 0.00874268],[0.77203834 0.2279617 ],"[0.00131177 0.01174707 0.05886513 0.14823245 0.183894   0.22126661
 0.18063453 0.14361224 0.05043625]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Hitomi_Soga\Hitomi_Soga_0003.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Hitomi_Soga\Hitomi_Soga_0005.jpg,True,0.5302142781360903,0.68,VGG-Face,opencv,cosine,,,,,Hitomi_Soga_0003.jpg,lfw_all_subset_photos\Hitomi_Soga_0003.jpg,lfw_all_subset_photos,Hitomi_Soga_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Hitomi_Soga_0003.jpg,East Asian,Asian,Female,30-39,"[5.1021043e-02 1.3985313e-02 2.6688941e-02 7.8215468e-01 1.2347592e-01
 5.6317472e-04 2.1110289e-03]",[0.01466021 0.22757094 0.73076504 0.02700381],[0.3088582 0.6911418],"[0.00116014 0.14098704 0.10129468 0.21903764 0.23481272 0.14974086
 0.06119932 0.05680443 0.03496316]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0006.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0031.jpg,True,0.5870328206347333,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0006.jpg,lfw_all_subset_photos\Vladimir_Putin_0006.jpg,lfw_all_subset_photos,Vladimir_Putin_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0006.jpg,East Asian,Asian,Male,60-69,"[0.03019179 0.18420795 0.06664627 0.4308256  0.25152558 0.0053633
 0.03123957]",[0.01681061 0.19987564 0.76900774 0.01430599],[0.9984811  0.00151892],"[0.00197195 0.04190038 0.04776366 0.02971074 0.08861054 0.17499821
 0.21924871 0.25805786 0.13773797]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Edmund_Stoiber\Edmund_Stoiber_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Edmund_Stoiber\Edmund_Stoiber_0005.jpg,True,0.5874275817378638,0.68,VGG-Face,opencv,cosine,,,,,Edmund_Stoiber_0002.jpg,lfw_all_subset_photos\Edmund_Stoiber_0002.jpg,lfw_all_subset_photos,Edmund_Stoiber_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Edmund_Stoiber_0002.jpg,Black,Asian,Male,60-69,"[0.28816068 0.35731506 0.09219561 0.14213364 0.06936201 0.00670176
 0.04413131]",[0.39196408 0.03227234 0.5561333  0.01963031],[9.9922127e-01 7.7871693e-04],"[0.00121091 0.00099491 0.00125774 0.00245724 0.01195414 0.05601934
 0.22961994 0.5217073  0.17477852]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0023.jpg,True,0.5655321654730749,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0013.jpg,lfw_all_subset_photos\Vladimir_Putin_0013.jpg,lfw_all_subset_photos,Vladimir_Putin_0013.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0013.jpg,Southeast Asian,Asian,Male,40-49,"[0.01390801 0.18135545 0.08355163 0.3100921  0.3173178  0.01975858
 0.07401642]",[0.00739746 0.0496447  0.8359296  0.10702824],[0.98533344 0.01466657],"[0.00109362 0.05425802 0.15995558 0.10266959 0.26027098 0.26975185
 0.11423121 0.03223015 0.00553906]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0007.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0027.jpg,True,0.5633460774413517,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0007.jpg,lfw_all_subset_photos\Jean_Chretien_0007.jpg,lfw_all_subset_photos,Jean_Chretien_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0007.jpg,East Asian,Asian,Male,60-69,"[0.041382   0.15575771 0.04011993 0.6516795  0.10441723 0.00079198
 0.00585172]",[1.0637295e-03 4.7745336e-02 9.5065010e-01 5.4083439e-04],[0.9809437  0.01905627],"[0.00420698 0.02555525 0.01425866 0.03380343 0.05820787 0.13082242
 0.21122226 0.31754395 0.20437914]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0007.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0014.jpg,False,0.7340595739784883,0.68,VGG-Face,opencv,cosine,,,,,Angelina_Jolie_0007.jpg,lfw_all_subset_photos\Angelina_Jolie_0007.jpg,lfw_all_subset_photos,Angelina_Jolie_0007.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Angelina_Jolie_0007.jpg,East Asian,Asian,Female,20-29,"[0.25603583 0.0094266  0.08490127 0.5350424  0.09233496 0.00374908
 0.01850995]",[0.31914216 0.00127188 0.66948694 0.01009905],[0.01762386 0.98237616],"[3.65825254e-04 3.51929367e-02 1.16360605e-01 6.34338140e-01
 1.90525934e-01 2.25098357e-02 6.02433109e-04 8.56760089e-05
 1.86328780e-05]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0023.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0050.jpg,False,0.702084863775961,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0023.jpg,lfw_all_subset_photos\Jean_Chretien_0023.jpg,lfw_all_subset_photos,Jean_Chretien_0023.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0023.jpg,East Asian,Asian,Male,60-69,"[0.03101511 0.01654322 0.01372506 0.8193219  0.11507364 0.00095991
 0.00336127]",[0.00808275 0.18110381 0.8082303  0.00258311],[0.93311054 0.06688949],"[0.00074372 0.00521266 0.00965369 0.03285002 0.03977052 0.0755203
 0.14876546 0.41984263 0.267641  ]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Carlos_Vives\Carlos_Vives_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Carlos_Vives\Carlos_Vives_0003.jpg,True,0.6709879903880331,0.68,VGG-Face,opencv,cosine,,,,,Carlos_Vives_0002.jpg,lfw_all_subset_photos\Carlos_Vives_0002.jpg,lfw_all_subset_photos,Carlos_Vives_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Carlos_Vives_0002.jpg,Black,Black,Female,30-39,"[0.04249747 0.82657206 0.08707204 0.0224449  0.01047856 0.00423366
 0.00670138]",[0.05584699 0.92223185 0.00352205 0.01839914],[0.03854669 0.9614533 ],"[2.9031176e-04 1.5360074e-02 4.9470656e-02 3.2717541e-01 4.3619543e-01
 1.1478247e-01 3.4058660e-02 1.8789606e-02 3.8774014e-03]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0015.jpg,True,0.3990593236247947,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0001.jpg,lfw_all_subset_photos\Jean_Chretien_0001.jpg,lfw_all_subset_photos,Jean_Chretien_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0001.jpg,East Asian,Asian,Male,40-49,"[0.02406278 0.00779769 0.03079518 0.67895925 0.25573117 0.00095718
 0.00169681]",[0.01450842 0.01187164 0.9623679  0.01125212],[0.9317203  0.06827967],"[2.0953846e-04 1.8061862e-03 1.1717089e-02 1.0539084e-01 1.9363548e-01
 2.8195056e-01 2.0334636e-01 1.5448333e-01 4.7460712e-02]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0024.jpg,True,0.5707558553108218,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0012.jpg,lfw_all_subset_photos\Jean_Chretien_0012.jpg,lfw_all_subset_photos,Jean_Chretien_0012.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0012.jpg,East Asian,Asian,Male,40-49,"[0.01264278 0.12355911 0.02593016 0.6591373  0.14779739 0.00320724
 0.02772596]",[0.00431295 0.08357603 0.89107937 0.02103165],[0.95100856 0.04899141],"[0.00068597 0.01802906 0.07924756 0.21100885 0.24832796 0.25838608
 0.11705616 0.04627037 0.02098807]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Tommy_Robredo\Tommy_Robredo_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Tommy_Robredo\Tommy_Robredo_0003.jpg,False,0.6860218775218376,0.68,VGG-Face,opencv,cosine,,,,,Tommy_Robredo_0001.jpg,lfw_all_subset_photos\Tommy_Robredo_0001.jpg,lfw_all_subset_photos,Tommy_Robredo_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Tommy_Robredo_0001.jpg,Latino_Hispanic,Asian,Male,20-29,"[0.09964733 0.02005138 0.39786467 0.17870304 0.13544856 0.03829616
 0.12998892]",[0.00825987 0.02867653 0.9470038  0.01605977],[0.9928748  0.00712523],"[2.7699018e-04 1.7424693e-02 1.5581991e-01 4.2524999e-01 2.2649337e-01
 1.0880490e-01 3.4740895e-02 2.6581962e-02 4.6072872e-03]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0003.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0009.jpg,True,0.3213276292891343,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0003.jpg,lfw_all_subset_photos\Jean_Chretien_0003.jpg,lfw_all_subset_photos,Jean_Chretien_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0003.jpg,East Asian,Asian,Male,60-69,"[0.02709402 0.00889454 0.03059016 0.74882656 0.1419238  0.00254866
 0.04012221]",[0.03154052 0.05110342 0.9130987  0.00425735],[0.92449605 0.07550395],"[0.00128436 0.0032461  0.00443233 0.01535114 0.02597808 0.06582937
 0.14559665 0.40525407 0.33302793]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0035.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0054.jpg,True,0.4471078841239159,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0035.jpg,lfw_all_subset_photos\Jean_Chretien_0035.jpg,lfw_all_subset_photos,Jean_Chretien_0035.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0035.jpg,White,White,Male,50-59,"[0.53088367 0.00127432 0.02722852 0.33489951 0.0564509  0.00440601
 0.04485704]",[0.97496575 0.00176357 0.01306179 0.01020894],[9.9985737e-01 1.4263294e-04],"[0.00269935 0.00365963 0.01544295 0.05125502 0.19963187 0.24829902
 0.28310227 0.18206081 0.01384907]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0006.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0020.jpg,False,0.9238352344568695,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0006.jpg,lfw_all_subset_photos\Jean_Chretien_0006.jpg,lfw_all_subset_photos,Jean_Chretien_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0006.jpg,East Asian,Asian,Male,50-59,"[0.07580955 0.01888641 0.02141894 0.796098   0.0760689  0.00091273
 0.01080543]",[0.00697875 0.16950646 0.8081774  0.01533739],[0.9979779  0.00202208],"[0.00621446 0.01773369 0.01543595 0.02517498 0.06937825 0.17492096
 0.31939697 0.29897857 0.07276615]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0044.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0046.jpg,True,0.5117812633297636,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0044.jpg,lfw_all_subset_photos\Jean_Chretien_0044.jpg,lfw_all_subset_photos,Jean_Chretien_0044.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0044.jpg,East Asian,Asian,Male,20-29,"[8.1760753e-03 3.9854147e-03 1.9184759e-02 9.0932918e-01 5.6271490e-02
 2.7708145e-04 2.7759771e-03]",[0.00523949 0.10657665 0.87937754 0.00880636],[0.927728   0.07227206],"[0.00110097 0.02519057 0.11447014 0.21437368 0.18592553 0.15345202
 0.11476552 0.1391075  0.05161414]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Mike_Weir\Mike_Weir_0006.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Mike_Weir\Mike_Weir_0011.jpg,False,0.8696585430342002,0.68,VGG-Face,opencv,cosine,,,,,Mike_Weir_0006.jpg,lfw_all_subset_photos\Mike_Weir_0006.jpg,lfw_all_subset_photos,Mike_Weir_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Mike_Weir_0006.jpg,East Asian,Asian,Male,20-29,"[0.02675208 0.01499045 0.13080685 0.6444325  0.15032123 0.00950264
 0.02319429]",[0.00397741 0.03631204 0.94147325 0.01823732],[0.9871805  0.01281952],"[2.9970048e-04 5.8300138e-02 3.0045721e-01 4.2827260e-01 1.5797117e-01
 4.1671261e-02 7.9245102e-03 4.1781045e-03 9.2531071e-04]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0013.jpg,True,0.4974851622004194,0.68,VGG-Face,opencv,cosine,,,,,Angelina_Jolie_0001.jpg,lfw_all_subset_photos\Angelina_Jolie_0001.jpg,lfw_all_subset_photos,Angelina_Jolie_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Angelina_Jolie_0001.jpg,Southeast Asian,Black,Male,10-19,"[0.00407527 0.2832863  0.03984456 0.23108113 0.40612373 0.03304531
 0.00254373]",[0.00816456 0.53348696 0.36622158 0.09212697],[0.8146742  0.18532582],"[6.5579974e-05 5.3750936e-02 6.0879695e-01 3.0156556e-01 3.2027818e-02
 3.1760298e-03 3.7493420e-04 1.9133811e-04 5.0765670e-05]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0008.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0039.jpg,True,0.6746133622529074,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0008.jpg,lfw_all_subset_photos\Jean_Chretien_0008.jpg,lfw_all_subset_photos,Jean_Chretien_0008.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0008.jpg,East Asian,Asian,Male,50-59,"[1.1301158e-02 3.1889966e-03 9.4025070e-03 8.5710406e-01 1.1276031e-01
 7.2226400e-04 5.5207182e-03]",[0.00342948 0.07052357 0.912838   0.01320904],[0.99565196 0.00434802],"[0.00118131 0.00741733 0.02353439 0.10307118 0.18170953 0.22027661
 0.22550184 0.19222845 0.0450794 ]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0016.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0031.jpg,True,0.5689207545153844,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0016.jpg,lfw_all_subset_photos\Vladimir_Putin_0016.jpg,lfw_all_subset_photos,Vladimir_Putin_0016.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0016.jpg,East Asian,Asian,Male,60-69,"[0.02400226 0.1354853  0.02903833 0.6827582  0.12361345 0.00072828
 0.00437416]",[8.5142913e-04 8.1910916e-02 9.1470927e-01 2.5283839e-03],[9.9916905e-01 8.3100511e-04],"[0.00082714 0.00501612 0.00919019 0.00563012 0.02842368 0.13366598
 0.27194318 0.40329844 0.14200518]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0004.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0006.jpg,False,0.9341973795262491,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0004.jpg,lfw_all_subset_photos\Jean_Chretien_0004.jpg,lfw_all_subset_photos,Jean_Chretien_0004.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0004.jpg,East Asian,Asian,Male,60-69,"[0.00459679 0.02072372 0.02455297 0.49504575 0.45097655 0.00246381
 0.00164035]",[0.01571698 0.03619773 0.879653   0.06843225],[0.95995873 0.04004129],"[0.00240444 0.04536136 0.05660887 0.07090317 0.09810191 0.13043036
 0.17497918 0.2545506  0.1666601 ]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0005.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0035.jpg,True,0.4666886572908791,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0005.jpg,lfw_all_subset_photos\Jean_Chretien_0005.jpg,lfw_all_subset_photos,Jean_Chretien_0005.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0005.jpg,East Asian,White,Male,60-69,"[2.8625092e-01 2.7422486e-02 6.0846288e-02 5.2114350e-01 5.4194864e-02
 2.8794925e-04 4.9853977e-02]",[0.5411151  0.03949473 0.41075513 0.008635  ],[0.9927308  0.00726919],"[3.4546119e-04 2.4870512e-04 6.6788739e-04 1.5823578e-02 3.3266686e-02
 1.1926625e-01 2.6378509e-01 4.7391853e-01 9.2677861e-02]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0003.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0011.jpg,True,0.6733495519169217,0.68,VGG-Face,opencv,cosine,,,,,Angelina_Jolie_0003.jpg,lfw_all_subset_photos\Angelina_Jolie_0003.jpg,lfw_all_subset_photos,Angelina_Jolie_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Angelina_Jolie_0003.jpg,East Asian,Asian,Female,20-29,"[0.04084067 0.16794501 0.22051038 0.39832056 0.15453336 0.00431564
 0.0135344 ]",[0.04616509 0.02383305 0.92856044 0.00144148],[0.12342363 0.87657636],"[4.5060180e-05 1.2764930e-02 1.0778217e-01 5.5573922e-01 2.6631561e-01
 4.8391249e-02 5.7289442e-03 2.4015144e-03 8.3139434e-04]"
